Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country, BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (Use),Unit Revenue,Revenue [USD],Title,Author,publisher_imprint,Sale Date
LSI,9/1/15,9/30/15,8,30.08,USD,United States,,,9781620159569,,,,,18.95,,,,Too Clever by Half,"North, Will",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781620159583,,,,,17.95,,,,Saving London,"Dawn, Taylor",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,Germany,,,9781620159583,,,,,17.95,,,,Saving London,"Dawn, Taylor",Booktrope Editions,
LSI,9/1/15,9/30/15,37,112.85,USD,United States,,,9781620159637,,,,,18.95,,,,The Anonymous Source,"Fuller, A.C.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.13,USD,United States,,,9781620159651,,,,,18.95,,,,The Damnable Legacy,"Kretchmer, G. Elizabeth",Booktrope Editions,
LSI,9/1/15,9/30/15,1,4.15,USD,United States,,,9781935961000,,,,,19.95,,,,"Emotion, Seduction and Intimacy","Ridley-Duff, Rory",Libertary Co.,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961017,,,,,16.95,,,,Dove Creek,"Coomer, Paula Marie",Libertary Co.,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961031,,,,,14.95,,,,Summer of Government Cheese,"Coomer, Paula Marie",Libertary Co.,
LSI,9/1/15,9/30/15,2,5.44,USD,United States,,,9781935961062,,,,,15.95,,,,Sweet Song,"Persun, Terry",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961079,,,,,9.95,,,,Lark Eden,"Symons, Natalie",Booktrope Editions,
LSI,9/1/15,9/30/15,1,4.25,USD,United States,,,9781935961123,,,,,9.95,,,,The Witness Tree,"Persun, Terry",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961147,,,,,16.95,,,,Riversong,"Thompson, Tess",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961154,,,,,12.95,,,,The Truth about Dragons: An Anti-Romance,"Adams, Hazard",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961185,,,,,11.95,,,,Let the Dogs Speak!,"McKiernan, Marianne",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961208,,,,,14.95,,,,Cathedral of Dreams,"Persun, Terry",Booktrope Editions,
LSI,9/1/15,9/30/15,2,9.46,USD,United States,,,9781935961215,,,,,16.95,,,,Freeman - A Novella in Screenplay Form,"McDonald, Brian",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961222,,,,,14.95,,,,A Kingdom's Possession,"Persun, Nicole J.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.76,USD,United States,,,9781935961246,,,,,14.95,,,,Throwaway,"Huffmann, Heather",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.13,USD,United States,,,9781935961260,,,,,14.95,,,,The Essential Stay-at-Home Mom Manual: How to Have a Wondrous Life Amidst Kids and Chaos,"Hyland-Tassava, Shannon",Booktrope Editions,
LSI,9/1/15,9/30/15,26,49.14,USD,United States,,,9781935961284,,,,,12.95,,,,The Key to Everything,"Kimmell, Alex",Booktrope Editions,
LSI,9/1/15,9/30/15,5,14.75,USD,United States,,,9781935961291,,,,,15.95,,,,Memoirs Aren't Fairytales: A Story of Addiction,"Mann, Marni",Booktrope Editions,
LSI,9/1/15,9/30/15,-1,-7.83,USD,United States,,,9781935961314,,,,,12.95,,,,How to Market a Book,"Culwell, Lori",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961338,,,,,14.95,,,,Bumbling Into Body Hair: A Transsexual's Memoir,"Maroon, Everett",Libertary Co.,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961390,,,,,14.95,,,,Ring of Fire,"Huffman, Heather",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961406,,,,,15.95,,,,"Don Juan in Hankey, Pa","Martin, Gale",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961420,,,,,9.95,,,,Tumbleweed,"Huffman, Heather",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961444,,,,,12.95,,,,Summer Melody,"Downs, Toddie",Booktrope Editions,
LSI,9/1/15,9/30/15,2,7.84,USD,United States,,,9781935961468,,,,,16.95,,,,"Pick Up the Damn Phone! How People, Not Technology, Seal the Deal","Black, Joanne S.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.61,USD,United States,,,9781935961475,,,,,14.95,,,,Tulip Season: A Mitra Basu Mystery,"Kirchner, Bharti",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961499,,,,,10.95,,,,I Kidnap Girls,"Ravan-Pyne, Pamela",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961505,,,,,13.95,,,,Revision 7: DNA,"Persun, Terry",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.84,USD,United States,,,9781935961512,,,,,13.95,,,,The Puppeteer,"Schultz, Tamsen",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.73,USD,United States,,,9781935961529,,,,,16.95,,,,Strategic Sales Presentations,"Malcolm, Jack",Booktrope Editions,
LSI,9/1/15,9/30/15,1,3.73,USD,United States,,,9781935961543,,,,,24.95,,,,The Girls: Sappho Goes to Hollywood,"McLellan, Diana",Booktrope Editions,
LSI,9/1/15,9/30/15,3,6.45,USD,United States,,,9781935961574,,,,,19.95,,,,Touched (the Marnie Baranuik Files),"Aalto, A. J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961598,,,,,14.95,,,,Dismantle the Sun,"Snowden, Jim",Libertary Co.,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961604,,,,,12.95,,,,Always and Forever,"Nellenbach, Karla",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961611,,,,,14.95,,,,Grace Unexpected,"Martin, Gale",Booktrope Editions,
LSI,9/1/15,9/30/15,3,7.68,USD,United States,,,9781935961642,,,,,15.95,,,,Scars from a Memoir,"Mann, Marni",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961666,,,,,12.95,,,,The Chosen Book One: The Portals of Destiny,"West, Shay",Booktrope Editions,
LSI,9/1/15,9/30/15,7,6.72,USD,United States,,,9781935961680,,,,,17.99,,,,Princesses can be Pirates Too!,"Zellerhoff, Christi",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961710,,,,,14.95,,,,"Run, River Currents","Marcinkowski, Ginger",Vox Dei,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961727,,,,,14.95,,,,Next Year I'll Be Perfect,"Kilmartin, Laura",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961734,,,,,11.95,,,,American Goulash,"Yuhas, Stephanie",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961741,,,,,17.99,,,,Billy Purgatory and the Curse of the Satanic Five,"Freeman, Jesse James",Booktrope Editions,
LSI,9/1/15,9/30/15,2,3.32,USD,United States,,,9781935961758,,,,,9.95,,,,Ink Spots,"McDonald, Brian",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.28,USD,United States,,,9781935961765,,,,,15.95,,,,The Dead Boy's Legacy,"Shuman, Cassius",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961789,,,,,22.95,,,,Death Rejoices (Book Two of the Marnie Baranuik Files),"Aalto, A. J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961819,,,,,17.95,,,,The Water Sign,"Samulski, C. S.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961826,,,,,16.95,,,,Caramel and Magnolias,"Thompson, Tess",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961833,,,,,15.95,,,,Memoirs Aren't Fairytales: A Story of Addiction (Young Adult Edition),"Mann, Marni",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961840,,,,,13.95,,,,Twist,"Night, Myron",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961871,,,,,29.95,,,,Revision 7: DNA (Hardback),"Persun, Terry",Booktrope Editions,
LSI,9/1/15,9/30/15,4,14.64,USD,United States,,,9781935961895,,,,,16.95,,,,The Art of Selling Real Estate,"Cliff, Patricia",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961901,,,,,15.95,,,,Scars from a Memoir (Young Adult Edition),"Mann, Marni",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961918,,,,,22.95,,,,The Art of Grant Writing,"Charnell Gherman, Sharon",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961925,,,,,9.95,,,,The Art of Work,"Poliakoff-Chen, Phaye",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961932,,,,,9.95,,,,Outside the Spotlight,"Weeks, Sophie",Booktrope Editions,
LSI,9/1/15,9/30/15,5,7.75,USD,United States,,,9781935961956,,,,,8.99,,,,Princesses Can Be Pirates Too!,"Zellerhoff, Christi",Booktrope Editions,
LSI,9/1/15,9/30/15,3,24.18,USD,United States,,,9781935961963,,,,,36.95,,,,The Art of Grant Writing: Communicating Your Vision to Funders,"Charnell Gherman, Sharon",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961970,,,,,11.95,,,,The Romance of Grace,"McNeely, James W.",Vox Dei,
LSI,9/1/15,9/30/15,0,0,USD,United States,,,9781935961987,,,,,16.95,,,,Suitcase Filled with Nails: Lessons Learned from Teaching Art in Kuwait,"Wakefield, Yvonne",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.12,USD,United States,,,9781935961994,,,,,12.95,,,,Dizzy in Karachi: A Journey to Pakistan,"Masood, Maliha",Booktrope Editions,
LSI,9/1/15,9/30/15,4,12,GBP,United Kingdom,,,9780984178629,,,,,12,,,,Invisible Ink: A Practical Guide to Building Stories That Resonate,"McDonald, Brian",Libertary Co.,
LSI,9/1/15,9/30/15,2,4.26,GBP,United Kingdom,,,9780984178674,,,,,9,,,,The Golden Theme: How to Make Your Writing Appeal to the Highest Common Denominator,"McDonald, Brian",Libertary Co.,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9780984178698,,,,,9.5,,,,Friends or Lovers,"Ridley-Duff, Rory",Libertary Co.,
LSI,9/1/15,9/30/15,1,1.18,GBP,United Kingdom,,,9781513700120,,,,,7.69,,,,Scandalous Affair,"Delaney, Lucy H.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.19,GBP,United Kingdom,,,9781513701998,,,,,8.95,,,,Tales of Blood and Sulphur: Apocalypse Minor,"Clay, J.G.",Forsaken,
LSI,9/1/15,9/30/15,1,1.5,GBP,United Kingdom,,,9781513702032,,,,,9.59,,,,Magic Fishing Panties,"Dalferes, Kimberly J.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.53,GBP,United Kingdom,,,9781513702261,,,,,10.29,,,,Off-World,"Bergan, Jonah",Edge,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620151808,,,,,12.3,,,,Spirit Warriors: The Concealing,"Connor, D. E. L.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620151921,,,,,7.99,,,,Swimming Upstream,"Mancini, Ruth",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620153222,,,,,23.95,,,,THE FIRST FATHER ABRAHAM: THE PSYCHOLOGY AND CULTURE OF A SPIRITUAL REVOLUTIONARY,"Abramovitch, Henry Honoch",Libertary Co.,
LSI,9/1/15,9/30/15,2,9.66,GBP,United Kingdom,,,9781620153390,,,,,23.4,,,,Invisible Ink: A Practical Guide to Building Stories that Resonate,"McDonald, Brian",Libertary Co.,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620154564,,,,,13.9,,,,Spirit Warriors: The Scarring,"Connor, D.E.L.",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.77,GBP,United Kingdom,,,9781620154625,,,,,13.72,,,,The Music Book,"O'Leary, Dave",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620155554,,,,,12.29,,,,The Green Dagger,"Hess, Kelly",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620155882,,,,,15.39,,,,"Last Stop, The Twilight Zone: The Biography of Rod Serling","Engel, Joel",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620155929,,,,,12.15,,,,Undead Obsessed: Finding Meaning in Zombies,"Robinson, Jessica",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620155943,,,,,15.65,,,,The Passion Thief,"McCarthy Strauss, Anne",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620156926,,,,,9.81,,,,Triumph! An Athlete's Guide to Winning On and Off the Field,"Kunz, Matt",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620157145,,,,,9.35,,,,Three-Year-Olds Are A**holes,"Fader, Sarah",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620157244,,,,,8.05,,,,By the River,"Carvel, Jae",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620157725,,,,,6.7,,,,Don't Hit Me!,"de Largie, Vanessa",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.97,GBP,United Kingdom,,,9781620158036,,,,,11.4,,,,Walking Home,"Williams, Arleen",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.37,GBP,United Kingdom,,,9781620158371,,,,,8.95,,,,The House on Sunset,"Fischer, Lindsay",Gravity,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620158388,,,,,8.39,,,,Forget Me Knot,"Silver, Ruth",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.26,GBP,United Kingdom,,,9781620158739,,,,,6.75,,,,Mothering Through Bipolar,"Moore, Rebecca",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.6,GBP,United Kingdom,,,9781620158883,,,,,8.05,,,,Kindness Wins,"Breen, Galit",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620159361,,,,,8.25,,,,Burnt Edges,"Leipold, Dana",Gravity,
LSI,9/1/15,9/30/15,1,1.48,GBP,United Kingdom,,,9781620159378,,,,,10.89,,,,Gristle & Bone,"Ralston, Duncan",Forsaken,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620159415,,,,,10.79,,,,Rules for Reforming a Rake,"Platt, Meara",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.69,GBP,United Kingdom,,,9781620159446,,,,,7.75,,,,The Author's Platform: The Beginner's Guide,"Drozdowich, Barb",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620159453,,,,,10.19,,,,The Broken Half,"Abdulaziz, Sahar",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.36,GBP,United Kingdom,,,9781620159552,,,,,10.26,,,,Thompson Road,"Wyatt, Scott",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781620159583,,,,,11.59,,,,Saving London,"Dawn, Taylor",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781935961000,,,,,12.5,,,,"Emotion, Seduction and Intimacy","Ridley-Duff, Rory",Libertary Co.,
LSI,9/1/15,9/30/15,2,0.8,GBP,United Kingdom,,,9781935961192,,,,,7.5,,,,The Printer's Devil,"Kidd, Chico",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781935961246,,,,,9.25,,,,Throwaway,"Huffmann, Heather",Booktrope Editions,
LSI,9/1/15,9/30/15,1,1.47,GBP,United Kingdom,,,9781935961291,,,,,10.5,,,,Memoirs Aren't Fairytales: A Story of Addiction,"Mann, Marni",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781935961321,,,,,12.5,,,,Bottom-Line Selling: The Sales Professional's Guide to Improving Customer Profits,"Malcolm, Jack",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781935961413,,,,,9.5,,,,Eat in Not Out: The Learn-How-To-Cook Book Without the Recipes,"Neely, Melinda Hinson",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781935961574,,,,,16.5,,,,Touched (the Marnie Baranuik Files),"Aalto, A. J.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,GBP,United Kingdom,,,9781935961895,,,,,14.95,,,,The Art of Selling Real Estate,"Cliff, Patricia",Booktrope Editions,
LSI,9/1/15,9/30/15,1,2.49,AUD,Australia,,,9781620151730,,,,,19.65,,,,The Dark Light of Day,"Frazier, T. M.",Booktrope Editions,
LSI,9/1/15,9/30/15,0,0,AUD,Australia,,,9781620155998,,,,,17.85,,,,Augie Appleby's Trouble in Toyland,"Maxwell, Robin",Libertary Co.,
